"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Indicateur","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 04:00","2023","10","02","04:00","","10,9","","9,5","","91","","0,6","","","","0","","","","102,02","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 05:00","2023","10","02","05:00","","12,0","","9,5","","85","","0,0","","36","","5","","","","102,01","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 06:00","2023","10","02","06:00","","11,0","","9,8","","92","","0,0","","35","","4","","","","102,07","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 07:00","2023","10","02","07:00","","12,2","","10,5","","89","","0,0","","34","","7","","","","102,07","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 08:00","2023","10","02","08:00","","14,5","","9,7","","73","","0,0","","2","","6","","","","102,08","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 09:00","2023","10","02","09:00","","16,6","","9,3","","62","","0,0","","35","","5","","","","102,07","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 10:00","2023","10","02","10:00","","18,8","","10,0","","57","","0,0","","36","","5","","","","102,03","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 11:00","2023","10","02","11:00","","21,0","","7,7","","42","","0,0","","","","0","","","","101,99","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 12:00","2023","10","02","12:00","","21,6","","8,6","","43","","0,0","","17","","6","","","","101,92","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 13:00","2023","10","02","13:00","","22,4","","8,8","","42","","0,0","","23","","7","","","","101,87","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 14:00","2023","10","02","14:00","","22,7","","8,6","","41","","0,0","","20","","8","","","","101,82","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 15:00","2023","10","02","15:00","","22,7","","9,0","","41","","0,0","","21","","10","","","","101,76","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 16:00","2023","10","02","16:00","","22,7","","8,3","","40","","0,0","","23","","10","","","","101,71","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 17:00","2023","10","02","17:00","","21,6","","8,5","","43","","0,0","","19","","11","","","","101,64","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 18:00","2023","10","02","18:00","","20,9","","8,3","","44","","0,0","","19","","8","","","","101,64","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 19:00","2023","10","02","19:00","","19,5","","10,1","","55","","0,0","","18","","14","","","","101,56","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 20:00","2023","10","02","20:00","","19,4","","10,1","","55","","0,0","","19","","9","","","","101,59","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 21:00","2023","10","02","21:00","","18,0","","11,1","","64","","0,0","","18","","10","","","","101,54","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 22:00","2023","10","02","22:00","","18,4","","12,3","","67","","0,0","","21","","11","","","","101,55","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-02 23:00","2023","10","02","23:00","","18,1","","12,9","","72","","0,0","","21","","12","","","","101,54","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 00:00","2023","10","03","00:00","","18,3","","13,0","","71","","0,0","","21","","13","","","","101,47","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 01:00","2023","10","03","01:00","","17,9","","14,6","","81","","0,0","","22","","9","","","","101,50","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 02:00","2023","10","03","02:00","","18,2","","15,3","","83","","0,0","","23","","16","","","","101,45","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 03:00","2023","10","03","03:00","","18,2","","15,5","","84","","0,0","","23","","10","","","","101,43","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 04:00","2023","10","03","04:00","","17,6","","15,0","","85","","0,0","","25","","13","","","","101,42","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 05:00","2023","10","03","05:00","","17,6","","15,0","","85","","0,0","","25","","12","","","","101,47","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 06:00","2023","10","03","06:00","","17,5","","15,3","","87","","0,0","","25","","15","","","","101,51","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 07:00","2023","10","03","07:00","","18,3","","15,6","","85","","0,0","","25","","14","","","","101,50","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 08:00","2023","10","03","08:00","","19,1","","15,7","","81","","0,0","","25","","18","","","","101,51","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 09:00","2023","10","03","09:00","","20,0","","16,5","","80","","0,0","","26","","13","","","","101,55","","25","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 10:00","2023","10","03","10:00","","21,5","","16,9","","75","","0,0","","25","","9","","","","101,55","","27","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 11:00","2023","10","03","11:00","","22,8","","16,8","","69","","0,0","","22","","12","","","","101,52","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 12:00","2023","10","03","12:00","","24,0","","17,6","","67","","0,0","","21","","15","","","","101,50","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 13:00","2023","10","03","13:00","","25,6","","17,7","","61","","0,0","","20","","16","","","","101,43","","31","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 14:00","2023","10","03","14:00","","26,4","","17,6","","58","","0,0","","21","","18","","","","101,38","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 15:00","2023","10","03","15:00","","26,5","","16,9","","55","","0,0","","23","","15","","","","101,38","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 16:00","2023","10","03","16:00","","26,2","","16,9","","56","","0,0","","23","","14","","","","101,37","","31","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 17:00","2023","10","03","17:00","","25,6","","17,2","","60","","0,0","","22","","8","","","","101,35","","31","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 18:00","2023","10","03","18:00","","24,9","","17,1","","62","","0,0","","23","","10","","","","101,37","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 19:00","2023","10","03","19:00","","24,1","","17,0","","65","","0,0","","23","","13","","","","101,41","","29","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 20:00","2023","10","03","20:00","","23,2","","17,0","","68","","0,0","","22","","5","","","","101,43","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 21:00","2023","10","03","21:00","","22,4","","17,5","","74","","0,0","","23","","9","","","","101,47","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 22:00","2023","10","03","22:00","","21,8","","17,8","","78","","0,0","","24","","11","","","","101,45","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-03 23:00","2023","10","03","23:00","","20,8","","17,4","","81","","0,0","","24","","7","","","","101,47","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 00:00","2023","10","04","00:00","","20,2","","17,3","","83","","0,0","","25","","8","","","","101,51","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 01:00","2023","10","04","01:00","","19,4","","16,8","","85","","0,0","","25","","3","","","","101,54","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 02:00","2023","10","04","02:00","","19,2","","16,8","","86","","0,0","","22","","5","","","","101,54","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 03:00","2023","10","04","03:00","","18,9","","16,4","","85","","0,0","","24","","11","","","","101,57","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 04:00","2023","10","04","04:00","","18,5","","16,2","","87","","0,0","","23","","9","","","","101,62","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 05:00","2023","10","04","05:00","","18,1","","16,1","","88","","0,0","","23","","7","","","","101,66","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 06:00","2023","10","04","06:00","","17,9","","15,7","","87","","0,0","","25","","7","","","","101,73","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 07:00","2023","10","04","07:00","","18,6","","15,9","","85","","0,0","","24","","10","","","","101,77","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 08:00","2023","10","04","08:00","","19,7","","16,3","","81","","0,0","","26","","11","","","","101,81","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 09:00","2023","10","04","09:00","","21,3","","16,3","","73","","0,0","","27","","8","","","","101,82","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 10:00","2023","10","04","10:00","","23,6","","16,4","","64","","0,0","","24","","8","","","","101,81","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 11:00","2023","10","04","11:00","","24,2","","17,1","","64","","0,0","","17","","8","","","","101,77","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 12:00","2023","10","04","12:00","","25,8","","16,7","","57","","0,0","","18","","9","","","","101,71","","31","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 13:00","2023","10","04","13:00","","27,1","","15,7","","50","","0,0","","23","","7","","","","101,65","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 14:00","2023","10","04","14:00","","28,5","","15,0","","44","","0,0","","24","","7","","","","101,63","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 15:00","2023","10","04","15:00","","29,1","","15,3","","43","","0,0","","21","","5","","","","101,57","","33","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 16:00","2023","10","04","16:00","","29,2","","14,4","","40","","0,0","","16","","3","","","","101,56","","33","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 17:00","2023","10","04","17:00","","27,0","","16,2","","52","","0,0","","14","","10","","","","101,54","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 18:00","2023","10","04","18:00","","26,3","","15,6","","52","","0,0","","12","","9","","","","101,53","","31","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 19:00","2023","10","04","19:00","","26,0","","15,5","","52","","0,0","","11","","7","","","","101,51","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 20:00","2023","10","04","20:00","","24,5","","15,2","","56","","0,0","","12","","11","","","","101,49","","29","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 21:00","2023","10","04","21:00","","23,1","","16,3","","66","","0,0","","14","","11","","","","101,50","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 22:00","2023","10","04","22:00","","21,9","","16,3","","71","","0,0","","16","","14","","","","101,49","","27","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-04 23:00","2023","10","04","23:00","","20,3","","15,9","","76","","0,0","","15","","9","","","","101,51","","25","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 00:00","2023","10","05","00:00","","19,6","","15,2","","76","","0,0","","13","","8","","","","101,54","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 01:00","2023","10","05","01:00","","19,1","","15,1","","77","","0,0","","","","0","","","","101,58","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 02:00","2023","10","05","02:00","","18,9","","14,6","","76","","0,0","","14","","9","","","","101,55","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 03:00","2023","10","05","03:00","","18,3","","14,6","","79","","0,0","","15","","10","","","","101,53","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 04:00","2023","10","05","04:00","","18,1","","14,8","","81","","0,0","","15","","10","","","","101,51","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 05:00","2023","10","05","05:00","","18,6","","15,4","","81","","0,0","","16","","14","","","","101,55","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 06:00","2023","10","05","06:00","","19,5","","15,9","","79","","0,0","","16","","14","","","","101,59","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 07:00","2023","10","05","07:00","","21,1","","16,2","","73","","0,0","","16","","16","","","","101,57","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 08:00","2023","10","05","08:00","","22,2","","16,4","","69","","0,0","","15","","11","","","","101,60","","27","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 09:00","2023","10","05","09:00","","23,3","","16,8","","67","","0,0","","18","","12","","","","101,60","","28","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 10:00","2023","10","05","10:00","","25,1","","16,9","","61","","0,0","","17","","14","","","","101,57","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 11:00","2023","10","05","11:00","","25,5","","15,9","","55","","0,0","","17","","14","","","","101,50","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 12:00","2023","10","05","12:00","","27,2","","12,9","","41","","0,0","","22","","13","","","","101,42","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 13:00","2023","10","05","13:00","","27,7","","11,9","","38","","0,0","","23","","13","","","","101,34","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 14:00","2023","10","05","14:00","","28,0","","14,5","","44","","0,0","","17","","9","","","","101,27","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 15:00","2023","10","05","15:00","","27,8","","16,6","","51","","0,0","","13","","13","","","","101,21","","33","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 16:00","2023","10","05","16:00","","26,5","","17,6","","58","","0,0","","14","","15","","","","101,16","","32","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 17:00","2023","10","05","17:00","","24,5","","16,9","","62","","0,0","","14","","15","","","","101,11","","30","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 18:00","2023","10","05","18:00","","22,8","","15,6","","64","","0,0","","15","","17","","","","101,11","","27","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 19:00","2023","10","05","19:00","","22,5","","15,0","","63","","0,0","","16","","20","","","","101,12","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 20:00","2023","10","05","20:00","","22,1","","14,8","","63","","0,0","","16","","21","","","","101,11","","26","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 21:00","2023","10","05","21:00","","21,2","","14,2","","64","","0,0","","16","","17","","","","101,11","","25","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 22:00","2023","10","05","22:00","","20,3","","12,1","","59","","0,0","","14","","7","","","","101,09","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-05 23:00","2023","10","05","23:00","","19,6","","10,9","","57","","0,0","","16","","13","","","","101,08","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-06 00:00","2023","10","06","00:00","","20,0","","12,1","","60","","0,0","","16","","20","","","","101,05","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-06 01:00","2023","10","06","01:00","","19,7","","12,7","","64","","0,0","","16","","19","","","","101,05","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-06 02:00","2023","10","06","02:00","","19,3","","13,2","","68","","0,0","","15","","21","","","","101,01","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-06 03:00","2023","10","06","03:00","","18,8","","13,5","","71","","0,0","","15","","23","","","","100,98","","","","","","ND"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2023-10-06 04:00","2023","10","06","04:00","","18,6","","14,0","","75","","0,0","","15","","25","","","","100,98","","","","","","ND"
