Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
9.6,,96,,11,99.75,,
9.5,,96,,14,99.67,,
9.6,,96,,14,99.58,,
9.7,,96,,17,99.46,,
9.5,,96,,17,99.35,,
9.4,,95,,15,99.21,,
9.8,,96,,11,99.1,,
9.9,,96,,13,99.03,,
9.9,,96,,14,98.96,,
10.3,,94,,16,98.91,,
10.8,,92,,20,98.9,,
9.7,,88,,27,98.94,,
10.9,,85,,24,98.93,,
11.3,,83,,25,98.91,,
11.8,,77,,25,98.93,,
12.7,,73,,26,98.93,,
13.7,,65,,22,98.9,,
14.3,,61,,36,98.91,,
13.4,,64,,37,98.96,,
13.5,,61,,29,99.02,,
11.4,,76,,30,99.09,,
11.4,,73,,34,99.13,,
11.1,,69,,29,99.15,,
10.8,,70,,30,99.2,,
10.4,,71,,38,99.28,,
8.8,,84,,28,99.37,,
8.7,,81,,31,99.42,,
8.3,,82,,27,99.47,,
8.6,,84,,21,99.48,,
8.1,,85,,22,99.5,,
9.3,,76,,27,99.53,,
9.3,,75,,25,99.57,,
9.6,,74,,22,99.59,,
9.9,,73,,25,99.63,,
9.4,,83,,23,99.67,,
9.7,,83,,24,99.73,,
10.7,,72,,31,99.77,,
11.1,,71,,25,99.81,,
11.1,,72,,21,99.83,,
11.9,,63,,21,99.81,,
12,,63,,19,99.83,,
12.3,,61,,19,99.86,,
11.9,,64,,22,99.89,,
12.7,,58,,18,99.92,,
12.1,,59,,12,99.99,,
12.3,,58,,15,100.03,,
12.3,,54,,21,100.08,,
12.3,,55,,23,100.1,,
10.6,,62,,14,100.12,,
10.4,,66,,18,100.13,,
9.5,,70,,17,100.12,,
9.1,,70,,15,100.14,,
9.5,,72,,13,100.14,,
10.1,,68,,17,100.14,,
10.1,,70,,15,100.15,,
9.6,,76,,10,100.18,,
9.4,,72,,16,100.19,,
9.3,,73,,12,100.21,,
9.5,,74,,13,100.23,,
10.3,,69,,15,100.25,,
10.9,,67,,17,100.27,,
11.7,,63,,14,100.3,,
11.3,,66,,13,100.33,,
10.4,,77,,17,100.33,,
11,,76,,8,100.31,,
11.6,,73,,6,100.29,,
11.8,,71,,6,100.29,,
11.5,,74,,4,100.32,,
10.3,,87,,5,100.37,,
10.5,,83,,0,100.4,,
10.5,,82,,5,100.44,,
10.3,,83,,4,100.47,,
10.6,,83,,6,100.47,,
10.4,,83,,8,100.48,,
9.8,,85,,7,100.46,,
10.1,,84,,10,100.47,,
9.9,,85,,6,100.46,,
10,,86,,8,100.42,,
9.9,,85,,10,100.41,,
10,,84,,8,100.4,,
9.8,,86,,9,100.41,,
9.8,,86,,13,100.45,,
10,,85,,11,100.47,,
10.3,,85,,11,100.49,,
10.7,,87,,10,100.51,,
11.2,,86,,14,100.48,,
11.5,,84,,10,100.49,,
11.5,,83,,12,100.46,,
11.5,,76,,13,100.46,,
11.2,,87,,10,100.47,,
11.7,,81,,8,100.49,,
11.6,,84,,11,100.51,,
11.2,,85,,9,100.53,,
10.2,,92,,9,100.58,,
10.4,,92,,11,100.59,,
10,,90,,10,100.59,,
10.2,,89,,11,100.61,,
9.7,,87,,13,100.64,,
8.9,,91,,10,100.65,,
9.8,,89,,10,100.64,,
8.5,,91,,10,100.63,,
9.1,,90,,8,100.58,,
9.7,,88,,12,100.6,,
10,,86,,9,100.6,,
10,,88,,7,100.64,,
9.9,,85,,8,100.66,,
9.9,,86,,9,100.68,,
10.1,,86,,12,100.72,,
11.2,,84,,10,100.72,,
11.4,,76,,12,100.71,,
11.4,,74,,12,100.75,,
12,,63,,17,100.72,,
13.8,,50,,20,100.69,,
13.7,,48,,21,100.7,,
13.3,,47,,22,100.7,,
12.9,,48,,18,100.71,,
11.3,,55,,16,100.76,,
9.7,,61,,15,100.83,,
8.1,,68,,12,100.87,,
8.4,,67,,11,100.91,,
8.6,,68,,11,100.91,,
8.8,,72,,13,100.88,,
8.6,,76,,10,100.86,,
8.3,,79,,13,100.87,,
8.6,,78,,15,100.87,,
7.8,,83,,11,100.89,,
7.3,,86,,9,100.91,,
6.3,,91,,9,100.94,,
6.6,,92,,6,100.99,,
6.2,,92,,9,101.03,,
6.8,,93,,11,101.08,,
9,,86,,10,101.1,,
10.7,,79,,12,101.1,,
11.8,,71,,13,101.07,,
13.5,,69,,12,101.05,,
14.9,,60,,14,100.99,,
14.8,,62,,19,100.98,,
16.1,,51,,22,100.96,,
14.8,,58,,23,100.99,,
14.5,,57,,17,100.98,,
13,,63,,16,100.99,,
12,,66,,15,101.04,,
11.9,,69,,15,101.03,,
11.3,,75,,13,101.03,,
11,,77,,13,101.01,,
10.1,,80,,16,100.98,,
8.9,,85,,9,100.98,,
7.4,,88,,7,100.95,,
7.1,,92,,4,100.91,,
7.2,,93,,3,100.89,,
6.3,,91,,3,100.87,,
7.3,,91,,4,100.86,,
8.5,,92,,5,100.85,,
8.4,,91,,0,100.83,,
9.2,,90,,6,100.83,,
9.7,,90,,5,100.8,,
10.9,,79,,10,100.72,,
12.8,,70,,9,100.64,,
13.2,,66,,12,100.56,,
13.8,,68,,9,100.45,,
14,,62,,9,100.38,,
14.1,,62,,13,100.29,,
13.2,,70,,11,100.25,,
13.9,,65,,11,100.22,,
12.4,,74,,12,100.24,,
11.1,,77,,10,100.19,,
11.1,,73,,17,100.15,,
9.7,,79,,13,100.13,,
8.9,,85,,9,100.1,,
8.4,,86,,12,100.04,,
7.8,,85,,10,99.98,,
6.7,,87,,8,99.94,,
6.8,,87,,12,99.9,,
6.7,,87,,12,99.83,,
6.5,,88,,12,99.76,,
6.8,,88,,14,99.75,,
6.9,,88,,10,99.73,,
7.4,,88,,11,99.69,,
8.3,,87,,10,99.69,,
8.9,,85,,14,99.69,,
10.3,,74,,10,99.67,,
11.5,,73,,10,99.61,,
11.3,,69,,11,99.59,,
12,,68,,10,99.56,,
12.1,,67,,10,99.55,,
12.7,,67,,13,99.56,,
12.5,,67,,12,99.54,,
12.5,,71,,11,99.58,,
11.7,,80,,9,99.63,,
11.5,,85,,13,99.66,,
11.1,,93,,12,99.7,,
11.2,,94,,9,99.69,,
11.4,,92,,8,99.7,,
12.1,,84,,21,99.69,,
11.1,,88,,6,99.72,,
10.2,,94,,3,99.75,,
8.9,,96,,5,99.78,,
9.9,,95,,9,99.78,,
9.4,,93,,6,99.81,,
10,,92,,8,99.82,,
10.7,,87,,10,99.86,,
10.8,,82,,13,99.91,,
11.3,,78,,16,99.96,,
12.1,,74,,23,100.01,,
13,,68,,23,100.06,,
13.1,,65,,27,100.11,,
14.3,,63,,24,100.12,,
14.4,,61,,19,100.11,,
14.1,,62,,16,100.12,,
14.4,,62,,19,100.13,,
14.5,,60,,15,100.15,,
14.4,,57,,17,100.18,,
13.9,,60,,8,100.23,,
14.2,,61,,5,100.29,,
13.5,,65,,16,100.37,,
12.8,,66,,16,100.43,,
11.9,,70,,12,100.49,,
11.1,,74,,9,100.52,,
9.2,,82,,7,100.53,,
8.6,,87,,4,100.54,,
7.9,,91,,3,100.57,,
8.4,,89,,4,100.59,,
8.9,,90,,5,100.61,,
9.1,,91,,4,100.65,,
9.6,,88,,3,100.7,,
9.8,,87,,5,100.76,,
10.3,,84,,4,100.84,,
11.2,,81,,5,100.9,,
11.7,,71,,8,100.95,,
12.3,,67,,5,100.97,,
12.9,,66,,3,100.96,,
12.9,,72,,9,100.94,,
13.5,,68,,8,100.94,,
13.3,,73,,13,100.95,,
13.3,,71,,11,100.97,,
13.1,,73,,10,101.01,,
13,,75,,9,101.05,,
12.9,,75,,9,101.1,,
12.7,,74,,7,101.13,,
12.7,,78,,11,101.19,,
12.2,,77,,9,101.23,,
11.9,,79,,10,101.25,,
10.2,,89,,6,101.29,,
10.4,,88,,4,101.33,,
10.8,,85,,5,101.38,,
10.4,,82,,6,101.4,,
10.6,,83,,5,101.43,,
10.4,,82,,4,101.45,,
9.8,,86,,0,101.47,,
10.4,,83,,0,101.48,,
10.2,,82,,4,101.52,,
12.3,,76,,8,101.57,,
12.74519621,,76.51420839,,12.40595399,100.8122057,,
12.74519621,,76.51420839,,12.40595399,100.8122057,,
12.74519621,,76.51420839,,12.40595399,100.8122057,,
12.74519621,,76.51420839,,12.40595399,100.8122057,,
12.74519621,,76.51420839,,12.40595399,100.8122057,,
14.5,,60,,13,101.49,,
14.7,,59,,11,101.47,,
14.5,,61,,10,101.46,,
13.8,,70,,11,101.45,,
13.4,,71,,11,101.47,,
13.3,,71,,11,101.47,,
13.3,,68,,12,101.5,,
13,,71,,15,101.5,,
12.7,,75,,13,101.48,,
12.8,,74,,13,101.45,,
12.6,,74,,15,101.46,,
12.6,,73,,16,101.45,,
12.3,,75,,9,101.44,,
12.1,,75,,7,101.44,,
11.9,,75,,5,101.41,,
11.1,,78,,3,101.42,,
12.5,,68,,13,101.39,,
11.9,,75,,5,101.4,,
12.6,,68,,5,101.42,,
13.6,,61,,10,101.4,,
14.1,,57,,17,101.35,,
14,,59,,15,101.29,,
15.3,,54,,10,101.19,,
15.7,,46,,11,101.08,,
16,,47,,12,101,,
15.8,,50,,4,100.95,,
15.6,,49,,4,100.92,,
14.6,,54,,0,100.9,,
14.7,,64,,9,100.87,,
14.1,,70,,9,100.84,,
13.7,,72,,8,100.78,,
13.2,,74,,8,100.74,,
13,,73,,12,100.7,,
13,,72,,11,100.64,,
12.5,,75,,15,100.6,,
12.1,,76,,13,100.54,,
12.1,,77,,16,100.48,,
12.4,,76,,18,100.41,,
12.5,,78,,19,100.36,,
12.2,,79,,19,100.34,,
12.1,,80,,11,100.29,,
12.6,,79,,16,100.3,,
13.4,,78,,18,100.26,,
14.1,,76,,19,100.22,,
16.9,,66,,22,100.17,,
17.1,,65,,23,100.07,,
18.9,,59,,32,99.96,,
18,,62,,28,99.92,,
17.8,,61,,27,99.86,,
17.2,,67,,34,99.85,,
16.3,,73,,30,99.8,,
15.6,,77,,22,99.79,,
15.1,,79,,23,99.76,,
14.7,,79,,24,99.65,,
14.3,,84,,23,99.61,,
14.1,,83,,18,99.58,,
14.3,,82,,21,99.48,,
14.3,,82,,22,99.44,,
14.3,,84,,4,99.36,,
14.2,,86,,4,99.31,,
14.2,,88,,8,99.19,,
14.1,,90,,9,99.13,,
14,,93,,5,99.08,,
13.5,,96,,5,99.03,,
13.5,,96,,8,98.96,,
13.5,,97,,9,98.93,,
13.5,,97,,10,98.89,,
13.6,,96,,5,98.81,,
13.9,,94,,5,98.75,,
14.2,,92,,4,98.67,,
14.3,,90,,5,98.58,,
14.1,,93,,4,98.5,,
14,,92,,6,98.46,,
13.7,,95,,11,98.45,,
13.7,,96,,10,98.43,,
13.6,,95,,13,98.45,,
13.3,,95,,16,98.48,,
13,,95,,20,98.47,,
12.6,,93,,24,98.49,,
11.2,,92,,21,98.54,,
10.6,,92,,22,98.58,,
9.8,,91,,20,98.62,,
9,,90,,21,98.65,,
8.6,,88,,23,98.71,,
8.3,,87,,22,98.77,,
7.5,,88,,26,98.83,,
7.2,,90,,21,98.92,,
6.9,,90,,20,99.01,,
6.5,,90,,22,99.08,,
6.3,,92,,20,99.17,,
6.2,,93,,21,99.26,,
6,,93,,25,99.32,,
6.2,,93,,25,99.39,,
6.3,,93,,22,99.47,,
6.4,,93,,19,99.49,,
6.6,,93,,17,99.55,,
6.7,,95,,16,99.61,,
6.8,,94,,14,99.74,,
6.9,,95,,11,99.86,,
7.1,,95,,6,99.99,,
7.4,,97,,4,100.12,,
7.9,,99,,3,100.26,,
8.6,,97,,7,100.36,,
8.8,,94,,13,100.49,,
8.7,,96,,11,100.58,,
8.4,,95,,11,100.69,,
8,,95,,10,100.78,,
7.6,,94,,11,100.88,,
7.2,,93,,13,100.95,,
6.9,,95,,11,101.02,,
6.9,,93,,9,101.11,,
7,,90,,9,101.2,,
7.3,,91,,10,101.29,,
7.2,,92,,11,101.42,,
7.3,,93,,13,101.51,,
7.8,,92,,11,101.6,,
7.5,,92,,14,101.66,,
8.6,,86,,12,101.69,,
8.6,,80,,17,101.72,,
9.4,,74,,14,101.72,,
10,,71,,17,101.74,,
10,,71,,17,101.78,,
9.8,,71,,18,101.81,,
9.4,,73,,15,101.85,,
9.3,,72,,12,101.89,,
9,,76,,10,101.94,,
8.2,,75,,7,101.96,,
6.3,,84,,0,101.98,,
5.6,,91,,8,101.99,,
5.6,,94,,5,102.01,,
6.8,,86,,8,102.03,,
6.2,,89,,5,102.07,,
5.5,,91,,3,102.07,,
5.3,,93,,0,102.06,,
6.6,,87,,5,102.13,,
7.3,,80,,9,102.15,,
7,,87,,6,102.11,,
7,,83,,10,102.11,,
7.7,,83,,11,102.1,,
8.7,,81,,9,102.11,,
10.1,,71,,12,102.04,,
10.5,,71,,11,102.02,,
10.8,,73,,11,101.95,,
11.3,,67,,10,101.89,,
11.2,,69,,11,101.87,,
11.2,,70,,10,101.86,,
10.8,,75,,12,101.78,,
10.3,,76,,13,101.76,,
10,,80,,13,101.66,,
10.1,,79,,9,101.64,,
10.6,,76,,4,101.68,,
10.4,,82,,3,101.68,,
9.7,,92,,5,101.75,,
10.1,,90,,10,101.58,,
10.1,,93,,10,101.58,,
10.6,,88,,12,101.49,,
10.9,,87,,11,101.48,,
11.2,,86,,3,101.44,,
11,,88,,6,101.41,,
11,,86,,6,101.39,,
11.1,,88,,6,101.36,,
11.7,,87,,9,101.37,,
11.7,,92,,10,101.4,,
13.6,,86,,15,101.4,,
15.7,,82,,17,101.34,,
18.6,,66,,22,101.33,,
19.4,,64,,20,101.32,,
19,,68,,15,101.25,,
18.8,,68,,16,101.28,,
18.8,,70,,14,101.24,,
19.1,,68,,17,101.3,,
18.8,,67,,19,101.34,,
18.3,,69,,16,101.38,,
18.3,,67,,13,101.42,,
18.3,,66,,14,101.41,,
17.6,,67,,8,101.47,,
16.5,,71,,6,101.5,,
16.3,,73,,7,101.47,,
16.7,,70,,8,101.5,,
16.7,,70,,7,101.5,,
17,,67,,8,101.52,,
17.3,,68,,11,101.49,,
17,,73,,16,101.53,,
16.7,,76,,14,101.56,,
15.4,,87,,17,101.55,,
15.6,,87,,14,101.62,,
16,,85,,9,101.68,,
16.4,,83,,10,101.68,,
16.8,,80,,10,101.66,,
16.7,,81,,7,101.68,,
17.3,,77,,10,101.61,,
17,,76,,10,101.59,,
17.1,,75,,9,101.56,,
17,,76,,10,101.53,,
17.2,,77,,8,101.53,,
17.1,,77,,9,101.52,,
16.5,,81,,4,101.49,,
16.4,,81,,8,101.48,,
15.2,,92,,9,101.49,,
14.9,,97,,11,101.44,,
15.5,,98,,13,101.38,,
15.4,,97,,11,101.31,,
15.5,,95,,12,101.24,,
14.6,,97,,9,101.2,,
14.7,,98,,9,101.16,,
15.5,,94,,12,101.11,,
15.7,,90,,15,101.07,,
16.4,,85,,16,101.03,,
16.7,,82,,14,101.03,,
16,,87,,0,101.05,,
17,,84,,13,101.02,,
17.7,,82,,14,100.98,,
18,,75,,17,100.97,,
17.9,,82,,18,100.94,,
19.4,,74,,23,100.87,,
19.4,,75,,17,100.83,,
18.6,,85,,14,100.79,,
18.6,,84,,9,100.76,,
18.7,,84,,3,100.73,,
18.5,,86,,10,100.71,,
19.7,,77,,13,100.7,,
20,,72,,23,100.7,,
19.3,,76,,21,100.68,,
18.9,,79,,14,100.68,,
19.1,,79,,17,100.66,,
18.6,,81,,13,100.62,,
18.1,,83,,11,100.56,,
18.3,,82,,13,100.52,,
18.3,,83,,16,100.47,,
18.4,,83,,19,100.39,,
18.7,,84,,19,100.4,,
18.7,,83,,22,100.37,,
18.4,,84,,22,100.35,,
18.7,,83,,22,100.37,,
18.9,,83,,19,100.43,,
20,,79,,21,100.49,,
15.7,,70,,36,100.68,,
15.2,,70,,24,100.8,,
15.7,,59,,33,100.92,,
13.9,,60,,26,101.04,,
13.5,,53,,25,101.13,,
12.7,,53,,26,101.24,,
11.7,,52,,23,101.35,,
10.2,,57,,16,101.46,,
9.2,,59,,16,101.58,,
8.3,,61,,13,101.64,,
7.5,,65,,13,101.73,,
6.9,,64,,13,101.75,,
5.9,,65,,12,101.79,,
5.2,,67,,6,101.84,,
4.3,,72,,7,101.87,,
4,,70,,9,101.92,,
4.8,,64,,11,101.93,,
4.5,,63,,11,101.93,,
4.5,,60,,13,101.93,,
4.2,,59,,13,101.95,,
4,,64,,12,102.04,,
3.8,,64,,12,102.03,,
3.9,,61,,11,102.11,,
4.1,,60,,10,102.08,,
3.6,,62,,7,102.06,,
4,,66,,8,101.97,,
5,,60,,0,101.95,,
5.3,,62,,6,101.88,,
5.5,,62,,3,101.85,,
5.6,,61,,0,101.79,,
5.6,,60,,8,101.75,,
5.6,,59,,4,101.75,,
5.6,,61,,7,101.74,,
5.4,,65,,7,101.69,,
5.2,,66,,8,101.67,,
5.2,,68,,11,101.55,,
5,,68,,8,101.51,,
5,,67,,6,101.5,,
4.8,,67,,13,101.34,,
4.4,,68,,16,101.28,,
3.9,,71,,18,101.25,,
1.7,,90,,16,101.16,,
0.7,,96,,12,100.96,,
0.6,,96,,13,100.97,,
0.5,,98,,15,100.81,,
0.7,,97,,14,100.72,,
0.7,,98,,13,100.66,,
0.9,,97,,14,100.62,,
1.4,,96,,15,100.57,,
1.9,,95,,12,100.58,,
2.2,,95,,13,100.57,,
2.9,,91,,11,100.5,,
3.7,,86,,10,100.49,,
4.4,,83,,14,100.53,,
4.2,,79,,16,100.58,,
4.4,,81,,16,100.65,,
4.3,,84,,17,100.73,,
4.3,,86,,19,100.79,,
2.9,,83,,14,100.85,,
2,,79,,16,100.97,,
1.6,,80,,14,101.06,,
0.5,,83,,10,101.11,,
1,,80,,9,101.17,,
0.5,,79,,9,101.2,,
-0.2,,88,,6,101.28,,
-0.1,,86,,8,101.31,,
-0.6,,86,,9,101.34,,
-0.1,,77,,13,101.41,,
-0.7,,80,,12,101.45,,
-0.5,,80,,8,101.52,,
0.6,,75,,12,101.57,,
1.6,,71,,12,101.6,,
2.4,,65,,12,101.62,,
2.4,,62,,10,101.63,,
3.1,,59,,8,101.59,,
4.2,,42,,15,101.53,,
4.3,,36,,15,101.5,,
4.2,,36,,11,101.48,,
3.5,,36,,8,101.46,,
0.8,,55,,8,101.48,,
0.6,,59,,3,101.49,,
1.5,,49,,12,101.53,,
1.1,,50,,15,101.55,,
1.1,,50,,10,101.55,,
0.8,,54,,12,101.48,,
0.2,,54,,10,101.49,,
