Temp,Temp Indicateur,Hum. rel (%),Hum. rel. Indicateur,Vit. du vent (km/h),Pression de la station (kPa),Pression de la station Indicateur,Temps
24.6,,39,,12,100.63,,
22.8,,46,,19,100.67,,
21.5,,50,,10,100.71,,
21.5,,50,,4,100.72,,
19.9,,59,,6,100.74,,
21.2,,51,,6,100.69,,
19.9,,58,,0,100.68,,
19.5,,61,,0,100.66,,
19.1,,64,,7,100.62,,
19.5,,62,,10,100.56,,
19.8,,60,,6,100.57,,
20.2,,59,,3,100.61,,
20.7,,57,,7,100.57,,
21.9,,52,,12,100.55,,
23,,47,,12,100.48,,
24.3,,46,,12,100.45,,
25.5,,43,,12,100.4,,
25.9,,42,,20,100.35,,
27.4,,39,,14,100.26,,
27.9,,41,,17,100.18,,
29,,41,,20,100.1,,
29.3,,39,,15,100.03,,
28.5,,38,,21,100,,
27.3,,44,,18,100,,
26.9,,43,,11,100.04,,
26.6,,44,,11,100.04,,
25.3,,48,,11,100.07,,
24.5,,52,,14,100.03,,
23.8,,55,,19,100.02,,
23,,58,,16,99.94,,
22.3,,62,,16,99.88,,
22.1,,63,,13,99.83,,
21.4,,65,,23,99.8,,
20.1,,67,,18,99.81,,
19.5,,67,,16,99.84,,
19,,71,,14,99.87,,
17,,94,,10,99.96,,
17.1,,95,,10,99.95,,
15.7,,96,,16,100,,
15.7,,96,,13,100.06,,
16.7,,91,,12,100.04,,
16.9,,88,,14,100.05,,
17.5,,85,,16,100.06,,
17.9,,81,,12,100.05,,
19,,77,,12,100.03,,
19.8,,74,,5,100,,
20.4,,70,,6,99.96,,
20,,73,,5,100,,
20.1,,65,,7,100.03,,
19.6,,63,,11,100.06,,
18.5,,57,,6,100.07,,
18.6,,57,,5,100.03,,
16.8,,71,,0,100,,
16.9,,73,,4,99.94,,
15.8,,80,,0,99.91,,
15,,81,,4,99.93,,
13,,88,,5,99.91,,
13.6,,88,,4,99.87,,
12.6,,90,,0,99.84,,
16.5,,80,,0,99.82,,
18.2,,63,,0,99.84,,
19.3,,55,,4,99.8,,
20.2,,53,,9,99.76,,
21.4,,45,,10,99.68,,
21.9,,51,,10,99.65,,
22.7,,49,,8,99.6,,
23.5,,47,,9,99.56,,
23.6,,42,,9,99.5,,
23.7,,35,,12,99.47,,
23,,39,,5,99.44,,
22.6,,44,,7,99.44,,
20.7,,58,,8,99.46,,
20.9,,53,,8,99.44,,
19.3,,67,,15,99.48,,
18,,75,,10,99.5,,
17.7,,78,,8,99.43,,
17.1,,81,,4,99.44,,
17,,85,,9,99.44,,
16.9,,81,,9,99.42,,
16.6,,86,,8,99.42,,
16.7,,87,,7,99.42,,
16.8,,85,,11,99.41,,
16.3,,88,,7,99.46,,
16.6,,85,,14,99.49,,
17.6,,80,,9,99.54,,
19.4,,75,,7,99.55,,
20.6,,73,,13,99.56,,
22.4,,65,,13,99.59,,
23.5,,64,,18,99.59,,
24.1,,60,,19,99.58,,
17.8,,83,,16,99.66,,
18.8,,77,,14,99.7,,
18.3,,82,,9,99.7,,
18.8,,83,,8,99.72,,
20.7,,76,,12,99.69,,
21.1,,72,,6,99.74,,
19.9,,75,,13,99.84,,
20,,73,,17,99.9,,
19.4,,75,,12,99.95,,
19.2,,80,,7,99.97,,
18.9,,80,,10,100.01,,
18.3,,79,,12,100.04,,
17.8,,81,,12,100.02,,
17.1,,85,,10,100.03,,
17.1,,84,,6,100.01,,
16.5,,84,,0,100.03,,
16.6,,87,,8,100.1,,
16.9,,88,,9,100.16,,
17.5,,87,,4,100.19,,
17.1,,85,,10,100.23,,
18,,82,,7,100.24,,
18.9,,78,,3,100.24,,
19.9,,73,,3,100.22,,
20.8,,71,,6,100.18,,
22,,67,,3,100.13,,
22.2,,66,,10,100.07,,
23.4,,60,,7,100.05,,
23.3,,56,,14,100.04,,
21.3,,59,,7,100.07,,
20.3,,64,,8,100.11,,
20.2,,63,,6,100.17,,
19.2,,71,,6,100.21,,
18.6,,78,,12,100.26,,
18.7,,76,,11,100.23,,
17.5,,77,,14,100.24,,
17.2,,76,,16,100.2,,
16.8,,83,,16,100.15,,
16.4,,88,,17,100.11,,
15.9,,90,,18,100.1,,
15.6,,89,,16,100.1,,
14.9,,92,,17,100.13,,
14.6,,93,,19,100.13,,
14.4,,94,,17,100.16,,
14.5,,92,,17,100.17,,
14.7,,90,,19,100.17,,
14.9,,88,,24,100.18,,
14.7,,90,,15,100.19,,
14.3,,94,,23,100.22,,
14.9,,94,,22,100.2,,
15.3,,92,,19,100.21,,
15.9,,90,,21,100.21,,
16.5,,86,,22,100.23,,
15.3,,95,,24,100.28,,
15.7,,93,,20,100.32,,
15.3,,93,,21,100.38,,
14.8,,95,,18,100.46,,
14.7,,92,,19,100.52,,
14.4,,90,,18,100.54,,
14.1,,89,,20,100.57,,
14,,89,,21,100.56,,
13.6,,85,,17,100.55,,
13.6,,84,,19,100.54,,
13.2,,84,,14,100.57,,
13.1,,82,,14,100.63,,
13.1,,84,,13,100.67,,
13.4,,85,,9,100.73,,
13.7,,87,,6,100.8,,
14.5,,86,,6,100.85,,
15.5,,82,,12,100.9,,
16.3,,77,,5,100.91,,
17.5,,71,,9,100.91,,
18.4,,70,,14,100.87,,
18.8,,61,,11,100.84,,
18.9,,61,,10,100.85,,
19.6,,61,,8,100.93,,
19.1,,63,,10,100.96,,
18.9,,64,,11,101,,
18.4,,66,,10,101,,
17.1,,72,,18,101.06,,
16.5,,73,,13,101.14,,
16.2,,73,,12,101.21,,
15.9,,72,,9,101.24,,
15.7,,74,,7,101.24,,
15.2,,73,,14,101.26,,
14.2,,70,,16,101.27,,
13.6,,71,,16,101.3,,
13.4,,71,,12,101.36,,
13.4,,72,,14,101.42,,
13.6,,72,,13,101.48,,
13.5,,72,,13,101.51,,
14,,70,,15,101.55,,
14.9,,68,,17,101.57,,
16.1,,68,,12,101.61,,
17,,64,,9,101.6,,
18.6,,61,,5,101.6,,
19,,59,,4,101.59,,
20.5,,61,,3,101.57,,
20.2,,58,,5,101.55,,
20.8,,55,,4,101.53,,
21.3,,50,,6,101.53,,
20.8,,52,,7,101.54,,
21.1,,52,,6,101.53,,
20.5,,51,,9,101.57,,
19.7,,56,,9,101.61,,
19,,59,,6,101.68,,
18.2,,62,,5,101.72,,
17.6,,62,,6,101.75,,
17.3,,63,,4,101.76,,
15.7,,72,,3,101.78,,
13.6,,83,,0,101.8,,
12.8,,90,,3,101.81,,
12.9,,89,,7,101.85,,
13.6,,88,,9,101.92,,
15.6,,83,,8,101.95,,
18.4,,70,,6,101.96,,
19.9,,62,,5,102,,
20.5,,57,,8,102.01,,
21.3,,52,,6,102,,
22.3,,49,,11,102,,
23.4,,48,,9,101.97,,
24,,45,,8,101.92,,
24.8,,47,,10,101.89,,
24.6,,45,,8,101.88,,
24.4,,45,,13,101.86,,
24.7,,45,,9,101.88,,
24.5,,46,,9,101.91,,
23.7,,49,,12,101.95,,
22.4,,57,,15,101.96,,
21.6,,56,,15,102.02,,
20.9,,59,,10,102.04,,
20.2,,62,,9,102.05,,
19.5,,64,,11,102.07,,
17.1,,74,,13,102.07,,
16.2,,81,,12,102.08,,
15.7,,80,,13,102.1,,
15.1,,79,,13,102.14,,
14.7,,80,,15,102.18,,
16.5,,72,,12,102.2,,
18.3,,67,,10,102.22,,
20.3,,63,,9,102.25,,
22.2,,58,,10,102.23,,
23.1,,52,,17,102.22,,
24.6,,47,,11,102.19,,
25,,37,,11,102.12,,
26.1,,41,,7,102.07,,
26.6,,38,,10,102.01,,
26.4,,37,,8,101.95,,
26.8,,37,,5,101.91,,
26.5,,38,,13,101.87,,
26.5,,39,,6,101.87,,
25.7,,42,,5,101.87,,
24.7,,46,,5,101.89,,
24.2,,48,,5,101.92,,
23.6,,47,,9,101.92,,
22.7,,46,,5,101.92,,
21.9,,52,,7,101.89,,
20.3,,62,,12,101.88,,
18.7,,70,,8,101.87,,
17.6,,74,,7,101.87,,
16.9,,80,,7,101.89,,
16.9,,81,,6,101.93,,
18.2,,73,,6,101.94,,
19.5,,70,,5,101.97,,
21.2,,65,,5,101.97,,
23.4,,56,,5,101.93,,
24.4,,53,,9,101.9,,
26.4,,48,,5,101.83,,
27.2,,45,,10,101.78,,
27.1,,42,,8,101.68,,
27.6,,41,,12,101.61,,
28.2,,38,,13,101.53,,
28.1,,31,,14,101.47,,
27.8,,34,,12,101.41,,
27.7,,35,,14,101.4,,
26.7,,38,,10,101.39,,
25.2,,38,,7,101.39,,
24.5,,38,,6,101.39,,
23.1,,50,,11,101.39,,
22.5,,52,,8,101.33,,
21.3,,55,,5,101.31,,
18.5,,66,,0,101.31,,
18.6,,72,,9,101.28,,
17.4,,77,,8,101.28,,
16.8,,79,,8,101.26,,
17.1,,79,,5,101.26,,
18.9,,67,,6,101.28,,
20.9,,59,,9,101.29,,
22.2,,58,,10,101.27,,
23.8,,54,,11,101.23,,
24.8,,53,,7,101.21,,
26.3,,47,,9,101.19,,
28.1,,37,,7,101.1,,
29.1,,36,,10,101.03,,
29.1,,35,,14,100.96,,
29.9,,33,,13,100.9,,
30.4,,31,,9,100.86,,
30,,34,,8,100.81,,
29.4,,35,,10,100.79,,
27.7,,42,,15,100.78,,
26.4,,44,,11,100.79,,
25.8,,47,,9,100.79,,
24.9,,53,,10,100.76,,
24.2,,55,,0,100.74,,
24.2,,56,,4,100.74,,
24,,56,,5,100.68,,
22.5,,64,,0,100.66,,
23.6,,60,,0,100.62,,
22.3,,68,,12,100.63,,
20.9,,76,,7,100.63,,
22.4,,73,,11,100.63,,
22.7,,74,,4,100.65,,
23,,73,,7,100.63,,
24.1,,69,,6,100.61,,
24.3,,70,,7,100.59,,
22.3,,86,,7,100.54,,
23,,81,,3,100.48,,
24.5,,77,,3,100.41,,
23.7,,79,,9,100.4,,
22.9,,85,,7,100.36,,
22.1,,92,,8,100.34,,
22.9,,90,,11,100.33,,
23.1,,86,,6,100.3,,
23,,88,,0,100.33,,
22.5,,91,,0,100.39,,
22.1,,91,,5,100.41,,
22.3,,91,,6,100.4,,
21.3,,94,,5,100.42,,
20.7,,95,,7,100.38,,
20.7,,93,,3,100.39,,
19.7,,97,,4,100.4,,
20.3,,98,,8,100.45,,
20.9,,87,,12,100.51,,
19.8,,90,,0,100.57,,
20.9,,81,,7,100.62,,
21.4,,69,,12,100.68,,
22.2,,50,,14,100.69,,
22.9,,49,,14,100.7,,
23.3,,46,,11,100.7,,
23.8,,46,,7,100.7,,
23.9,,44,,12,100.68,,
24.8,,44,,9,100.66,,
25.1,,44,,11,100.62,,
25.6,,40,,11,100.6,,
25.5,,41,,12,100.58,,
25.1,,40,,14,100.57,,
24.5,,42,,17,100.59,,
23.8,,47,,7,100.57,,
23.5,,50,,10,100.56,,
22.9,,55,,6,100.58,,
22.6,,56,,7,100.54,,
22.2,,61,,7,100.52,,
21.3,,66,,13,100.5,,
21.1,,72,,16,100.4,,
19.9,,77,,15,100.39,,
19.6,,81,,14,100.34,,
19.7,,82,,16,100.34,,
19.3,,83,,16,100.35,,
19.1,,84,,14,100.36,,
19.8,,84,,16,100.37,,
21.2,,83,,12,100.35,,
23.7,,77,,13,100.31,,
24.7,,75,,15,100.29,,
27.8,,62,,23,100.21,,
28.6,,58,,26,100.12,,
29.3,,55,,30,100.06,,
29.6,,54,,23,100.01,,
29.5,,57,,27,99.99,,
22.3,,85,,25,100.07,,
23.4,,76,,21,100.05,,
26.1,,65,,14,100.01,,
25.4,,66,,12,100.07,,
24.2,,69,,16,100.09,,
24,,72,,14,100.14,,
23.6,,77,,18,100.11,,
23.1,,78,,14,100.11,,
23.1,,77,,19,100.06,,
22.4,,80,,22,99.98,,
21.9,,85,,15,99.98,,
21.7,,85,,13,99.96,,
21.2,,85,,16,99.94,,
21,,85,,17,99.96,,
21.5,,81,,15,100,,
21.8,,80,,18,100.03,,
21.9,,80,,21,100.05,,
22.4,,76,,18,99.97,,
24.9,,68,,20,99.99,,
25.9,,66,,19,99.96,,
26,,62,,18,99.93,,
26.1,,62,,14,99.88,,
26.4,,64,,15,99.85,,
26.3,,64,,14,99.83,,
25.2,,74,,16,99.85,,
24.4,,71,,25,99.84,,
24.4,,73,,22,99.83,,
23.3,,77,,19,99.86,,
22.5,,82,,12,99.91,,
22,,84,,10,99.96,,
21.7,,86,,12,99.97,,
21.7,,87,,18,100.05,,
20.4,,89,,9,100.04,,
19.6,,94,,8,100.02,,
19.8,,95,,7,100.07,,
20.2,,94,,4,100.1,,
20.3,,93,,9,100.1,,
20.1,,93,,10,100.15,,
20.4,,92,,10,100.18,,
20.9,,92,,13,100.2,,
22.2,,83,,9,100.24,,
21.9,,90,,12,100.26,,
21.6,,88,,11,100.29,,
19.9,,90,,19,100.31,,
20.3,,84,,18,100.36,,
19.1,,83,,20,100.38,,
19.2,,80,,22,100.4,,
18.8,,81,,21,100.44,,
18.5,,81,,19,100.48,,
18.2,,83,,19,100.52,,
18.3,,83,,18,100.52,,
17.5,,88,,22,100.58,,
17.6,,89,,19,100.62,,
17.2,,94,,17,100.67,,
17.1,,94,,14,100.68,,
17.1,,93,,15,100.7,,
17.1,,92,,11,100.7,,
17,,96,,14,100.71,,
16.9,,97,,11,100.71,,
17.1,,96,,11,100.73,,
17.1,,96,,10,100.77,,
17.2,,96,,15,100.81,,
17.4,,96,,14,100.85,,
17.8,,95,,11,100.93,,
18.3,,95,,14,100.98,,
18.5,,95,,13,101.02,,
19.5,,90,,14,101.04,,
20.3,,87,,8,101.05,,
21.4,,85,,7,101.07,,
20.1,,86,,6,101.1,,
21.1,,88,,10,101.07,,
22.6,,79,,8,101.06,,
23.3,,71,,8,101.04,,
23.6,,68,,8,101.05,,
23.4,,70,,11,101.07,,
23.2,,73,,12,101.11,,
22.3,,81,,13,101.13,,
21.3,,86,,12,101.21,,
20.7,,85,,8,101.19,,
20.4,,87,,7,101.2,,
19.7,,89,,7,101.14,,
18.6,,93,,7,101.18,,
19.1,,89,,4,101.2,,
18.7,,85,,8,101.19,,
18,,89,,6,101.22,,
17.9,,89,,5,101.28,,
18.5,,85,,4,101.31,,
19.9,,77,,0,101.33,,
21.6,,77,,0,101.35,,
23.1,,69,,3,101.34,,
24.8,,65,,0,101.33,,
25.7,,57,,7,101.3,,
26.5,,53,,12,101.28,,
27,,56,,12,101.23,,
27.2,,51,,12,101.19,,
26.8,,52,,10,101.17,,
26.9,,52,,9,101.16,,
24.5,,72,,11,101.14,,
25.1,,69,,7,101.12,,
25.5,,62,,9,101.09,,
24.6,,66,,9,101.11,,
24.6,,68,,7,101.16,,
24.8,,66,,5,101.14,,
24.3,,70,,6,101.1,,
